34 Serve
36 Fault
48 Serve
49 Backhand
50 Forehand
52 Forehand
53 Backhand
54 Backhand
56 PointLost‐SameSide
73 Serve
74 Backhand
76 Forehand
77 Forehand
79 Forehand
80 Backhand
82 PointLost‐Out
98 Serve
99 Fault
109 Serve 110 Forehand
111 Forehand
112 Backhand
113 Backhand
115 Backhand
116 PointLost‐CouldNotReach
